Player,Team,Position,Age,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Height,Weight,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,xA per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",conference_season,conference_type,Season
E. Allen,North Carolina Heels,GK,,16,1559,0,0.0,0,0.0,0.75,84.62,United States,United States,180,0,1.27,0.12,50.0,0.4,100.0,0.06,0.1,0.0,1.15,2.04,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,100.0,0.0,0.0,9.06,0.0,0.23,13.62,87.29,4.96,73.26,0.0,0.0,6.7,94.83,9.64,97.6,3.93,61.76,24.4,30.55,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54,38.64,11,0.64,41,2.37,6,73.17,11.0,0.64,0.0,0.0,0.0,0.92,0.4,,,,0.0,0,0.0,ACC 2023,Power 5,2023
Z. Van de Cloot,Syracuse Orange,"RCB , LCB , RDMF",20.0,16,1557,0,0.21,0,0.32,17.98,54.66,Belgium,Belgium,173,0,11.21,8.44,63.7,1.62,32.14,0.35,0.43,0.75,5.49,6.82,0.46,0,0.0,0,0.0,1.21,0.0,0,0.0,0.01,0,0.0,3,0.17,0.0,0.0,0.0,0.02,0.46,25.0,0.12,50.0,0.35,16.67,0.0,1.97,52.94,5.09,46.59,0.12,1.1,20.64,0.46,0.92,37.05,78.32,12.54,66.36,6.07,95.24,12.02,84.13,34.05,81.83,2.66,41.3,17.62,28.93,0.4,0.0,0.0,0.29,20.0,0.12,3.87,65.67,0.92,37.5,0.4,42.86,0.17,0.06,5.95,63.11,0,,0,,0,0.0,0.0,0.0,,,1.27,,,0.0,0.0,0.0,0.0,0,0.0,ACC 2023,Power 5,2023
A. Theoret,Virginia Cavaliers,DMF,,17,1552,0,0.29,0,2.64,14.03,60.33,United States,United States,163,0,9.16,5.8,82.0,1.86,59.38,0.17,0.26,0.17,4.23,6.37,0.12,0,0.0,0,0.0,0.93,0.0,0,0.0,0.02,0,0.0,11,0.64,18.18,0.0,0.0,0.15,0.52,33.33,0.29,40.0,0.17,33.33,0.12,1.22,52.38,4.35,36.0,0.17,0.93,28.24,0.29,0.64,45.46,85.46,10.09,58.62,8.18,99.29,23.83,92.21,38.68,90.55,6.26,58.33,20.83,35.95,1.45,0.06,0.0,0.12,0.0,0.06,6.2,60.75,1.74,43.33,0.58,40.0,0.58,0.23,5.68,72.45,0,,0,,0,0.0,0.0,0.0,,,0.35,,,1.57,0.06,0.0,3.42,0,0.0,ACC 2023,Power 5,2023
L. Hall-Robinson,NC State Wolfpack,RB,,17,1540,1,1.61,1,0.79,19.58,54.33,United States,United States,162,0,8.77,5.44,67.74,1.87,46.88,0.06,0.06,0.23,5.03,5.47,0.88,2,0.12,0,0.0,4.03,0.06,1,0.06,0.09,1,0.06,12,0.7,25.0,8.333,0.06,0.05,2.05,25.71,0.06,100.0,1.99,23.53,0.29,5.44,59.14,10.58,49.17,1.11,3.16,17.12,1.34,0.99,32.67,72.09,15.72,68.03,3.1,86.79,9.47,74.69,27.12,79.53,3.62,40.32,19.48,35.34,0.35,0.06,0.06,0.29,40.0,0.47,5.44,70.97,1.69,44.83,0.47,50.0,0.47,0.53,9.23,63.29,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,ACC 2023,Power 5,2023
C. Roque,Florida State Seminoles,GK,,15,1524,0,0.0,0,0.0,0.59,100.0,United States,United States,170,0,0.53,0.06,100.0,0.41,100.0,0.0,0.0,0.0,0.47,0.9,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.31,0.24,0.0,22.62,90.34,6.26,76.42,0.06,0.0,15.18,95.72,18.01,99.02,4.61,56.41,24.46,32.23,0.0,0.0,0.0,0.0,0.0,0.0,0.24,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66,33.33,12,0.71,29,1.71,8,58.62,9.61,0.57,-2.39,-0.141,0.0,1.06,0.41,,,,0.0,0,0.0,ACC 2023,Power 5,2023
T. Chism,NC State Wolfpack,"RCB , LCB",20.0,17,1520,1,1.35,1,0.13,15.04,59.45,United States,United States,0,0,11.96,7.58,71.09,3.85,49.23,0.36,0.37,1.3,6.22,6.39,0.71,2,0.12,0,0.0,0.47,0.06,1,0.06,0.08,1,0.06,8,0.47,37.5,12.5,0.06,0.01,0.12,0.0,0.06,0.0,0.06,0.0,0.0,0.47,62.5,1.42,41.67,0.71,0.41,16.46,0.06,0.59,29.31,74.75,13.91,60.0,0.83,78.57,11.96,93.56,23.39,83.8,5.8,39.8,22.64,37.4,0.18,0.06,0.0,0.0,0.0,0.06,3.73,50.79,0.47,25.0,0.36,33.33,0.06,0.0,7.34,41.94,0,,0,,0,0.0,0.0,0.0,,,0.36,,,0.06,0.0,0.0,0.0,0,0.0,ACC 2023,Power 5,2023
L. Freeman,Duke Blue Devils,GK,,15,1514,0,0.0,0,0.0,1.07,83.33,United States,United States,178,0,1.78,0.12,50.0,0.65,81.82,0.0,0.0,0.0,1.72,2.33,0.0,0,0.0,0,0.0,0.06,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,100.0,0.06,100.0,0.0,0.0,25.2,0.12,0.12,32.75,78.22,15.57,60.69,0.0,0.0,14.27,94.17,20.57,97.4,12.07,45.81,28.2,46.25,0.0,0.0,0.0,0.0,0.0,0.06,3.09,38.46,0.12,0.0,0.36,66.67,0.06,0.0,7.79,54.2,20,1.19,68,4.04,5,70.59,16.87,1.0,-3.13,-0.186,0.0,1.78,0.65,,,,0.0,0,0.0,ACC 2023,Power 5,2023
L. Flynn,Florida State Seminoles,"LCB , RCB",21.0,15,1509,4,2.03,2,0.55,11.57,63.92,United States,United States,167,0,6.92,5.01,73.81,2.56,60.47,0.06,0.11,0.42,3.16,6.0,0.6,1,0.06,0,0.0,0.83,0.24,4,0.24,0.12,2,0.12,12,0.72,50.0,33.333,0.12,0.03,0.12,50.0,0.06,100.0,0.06,0.0,0.0,0.6,70.0,2.56,51.16,0.89,1.25,48.07,0.48,0.54,64.17,85.5,23.32,68.54,3.22,98.15,34.23,97.39,54.1,92.06,9.96,50.3,23.65,38.89,0.24,0.0,0.12,0.18,0.0,0.18,7.81,52.67,0.54,22.22,1.25,9.52,0.12,0.06,10.38,71.84,0,,0,,0,0.0,0.0,0.0,,,2.39,,,0.06,0.0,0.0,0.0,0,0.0,ACC 2023,Power 5,2023
H. White,Clemson Tigers,RCB,,16,1505,0,0.02,0,0.55,7.42,56.45,United States,United States,172,0,7.36,3.41,71.93,0.72,33.33,0.3,0.45,0.66,4.6,6.9,0.3,1,0.06,0,0.0,0.96,0.0,0,0.0,0.0,0,0.0,2,0.12,100.0,0.0,0.0,0.03,0.24,50.0,0.0,0.0,0.24,50.0,0.06,1.2,55.0,1.91,43.75,0.06,3.77,34.27,0.66,0.36,52.09,82.09,25.12,70.95,2.93,93.88,20.33,93.53,42.16,89.79,9.69,49.38,21.97,37.8,0.36,0.0,0.12,0.24,25.0,0.24,10.52,64.77,1.73,48.28,1.5,32.0,0.72,0.06,12.32,72.33,0,,0,,0,0.0,0.0,0.0,,,1.97,,,0.54,0.0,0.0,0.0,0,0.0,ACC 2023,Power 5,2023
B. Douglas,Boston College Eagles,"LB , LCB3",19.0,17,1500,1,1.11,2,1.99,21.78,51.52,United States,United States,173,0,12.24,10.44,59.2,2.64,43.18,0.36,0.42,0.3,5.7,6.61,0.18,0,0.0,0,0.0,2.58,0.06,1,0.06,0.07,0,0.0,12,0.72,25.0,8.333,0.12,0.12,1.5,32.0,1.26,33.33,0.24,25.0,0.3,2.82,68.09,6.48,48.15,0.42,0.72,19.08,0.54,0.84,32.76,68.32,17.16,62.24,3.78,92.06,8.34,74.1,25.68,77.34,5.58,36.56,20.54,30.47,0.54,0.0,0.0,0.06,0.0,0.24,5.22,50.57,1.8,30.0,0.6,10.0,0.24,0.54,8.7,57.24,0,,0,,0,0.0,0.0,0.0,,,1.2,,,0.0,0.0,0.0,0.0,0,0.0,ACC 2023,Power 5,2023
K. Zailski,Pittsburgh Panthers,"RCB , RCB3 , RB",,18,1487,1,1.02,0,0.03,12.71,57.14,United States,United States,0,0,8.47,6.29,65.38,3.21,54.72,0.36,0.57,0.48,3.99,6.25,0.91,2,0.12,0,0.0,0.79,0.06,1,0.06,0.06,1,0.06,7,0.42,57.14,14.286,0.0,0.0,0.36,0.0,0.06,0.0,0.3,0.0,0.0,0.73,66.67,1.82,43.33,0.67,0.85,33.35,0.42,0.18,47.57,80.41,23.48,67.78,1.76,89.66,19.67,93.85,39.64,89.16,7.57,38.4,22.9,38.26,0.06,0.0,0.0,0.18,33.33,0.0,9.2,58.55,1.33,18.18,0.97,18.75,0.24,0.0,11.56,71.2,0,,0,,0,0.0,0.0,0.0,,,0.91,,,0.0,0.0,0.0,0.0,0,0.0,ACC 2023,Power 5,2023
K. Johnson,Wake Forest Demon Deacon,"LB , LCB3",,17,1474,0,0.1,0,1.06,16.3,53.18,United States,United States,175,0,9.77,8.3,66.18,2.01,63.64,0.12,0.18,0.12,4.15,6.07,0.49,1,0.06,0,0.0,1.47,0.0,0,0.0,0.01,0,0.0,2,0.12,50.0,0.0,0.0,0.06,1.71,28.57,1.65,29.63,0.06,0.0,0.31,2.26,37.84,4.34,30.99,0.61,1.53,32.24,1.59,0.55,45.73,77.17,21.0,68.02,4.76,88.46,14.78,86.78,40.18,82.37,3.91,45.31,18.2,30.67,0.49,0.0,0.0,0.12,50.0,0.12,6.29,66.02,1.83,36.67,0.49,37.5,0.37,0.55,11.11,64.29,0,,0,,0,0.0,0.0,0.0,,,0.79,,,0.0,0.0,0.0,0.67,0,0.0,ACC 2023,Power 5,2023
L.Mertz,Pittsburgh Panthers,"RWF , RW , RWB",,18,1472,3,3.52,4,4.72,23.11,56.35,United States,United States,163,0,6.6,5.2,69.41,1.71,35.71,0.06,0.09,0.12,2.93,4.34,0.61,0,0.0,0,0.0,10.76,0.18,3,0.18,0.22,0,0.0,42,2.57,47.62,7.143,0.24,0.29,9.66,26.58,0.24,25.0,9.42,26.62,2.14,9.66,71.52,13.21,58.33,4.59,5.63,23.91,3.36,0.79,37.79,62.94,11.37,52.15,8.74,93.01,12.11,55.05,26.17,79.21,2.32,28.95,20.37,32.72,1.65,0.12,0.0,0.18,33.33,1.28,4.34,46.48,7.89,37.98,0.61,10.0,1.65,2.69,7.76,80.31,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.12,0.0,0.0,0.0,0,0.0,ACC 2023,Power 5,2023
M. Duff,Clemson Tigers,"LCB , RCB",,18,1466,4,1.46,0,0.0,9.95,61.11,United States,United States,180,0,6.69,4.17,64.71,2.82,71.74,0.25,0.34,0.37,3.74,5.23,0.55,2,0.12,0,0.0,0.37,0.25,4,0.25,0.09,4,0.25,11,0.68,36.36,36.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,66.67,1.11,44.44,1.11,0.92,31.13,0.06,0.31,44.02,88.56,15.23,73.79,2.52,97.56,22.1,96.94,39.66,93.03,4.36,47.89,20.38,33.0,0.0,0.12,0.0,0.0,0.0,0.0,5.22,71.76,0.25,0.0,0.06,0.0,0.06,0.0,6.51,66.04,0,,0,,0,0.0,0.0,0.0,,,1.84,,,0.0,0.0,0.0,0.0,0,0.0,ACC 2023,Power 5,2023
K. Cherry,Louisville Cardinals,"CB , RCB",,18,1457,0,1.29,0,0.18,8.96,72.41,United States,United States,170,0,7.97,2.84,76.09,2.59,78.57,0.19,0.23,0.37,5.62,6.88,0.25,0,0.0,0,0.0,0.68,0.0,0,0.0,0.08,0,0.0,11,0.68,27.27,0.0,0.0,0.01,0.12,0.0,0.12,0.0,0.0,0.0,0.06,0.56,88.89,1.67,59.26,0.86,0.37,14.27,0.12,0.37,30.14,70.08,17.48,64.31,1.98,81.25,7.97,75.19,23.41,82.32,6.61,28.04,20.72,33.65,0.12,0.0,0.0,0.0,0.0,0.12,5.56,45.56,0.93,20.0,0.74,25.0,0.19,0.0,6.42,57.69,0,,0,,0,0.0,0.0,0.0,,,1.36,,,0.19,0.0,0.0,0.0,0,0.0,ACC 2023,Power 5,2023
M. Mercado,Notre Dame Fighting Irish,"CF , RCMF3 , LCMF3",,17,1454,7,5.12,0,2.21,27.79,44.54,United States,United States,173,0,9.28,6.56,61.32,2.29,40.54,0.0,0.0,0.06,5.26,6.75,1.24,2,0.12,0,0.0,3.96,0.43,7,0.43,0.32,1,0.06,48,2.97,37.5,14.583,0.0,0.14,0.74,16.67,0.62,10.0,0.12,50.0,0.12,5.14,50.6,14.55,39.57,3.16,2.1,21.48,1.3,1.8,35.9,78.79,11.27,60.99,5.82,92.55,13.12,86.79,33.36,82.0,1.8,44.83,17.36,33.65,1.36,0.12,0.0,0.8,15.38,0.5,6.0,59.79,2.29,51.35,0.8,23.08,1.24,0.12,4.95,77.5,0,,0,,0,0.0,0.0,0.0,,,0.0,,,1.24,0.25,75.0,0.8,0,0.0,ACC 2023,Power 5,2023
K. Groff,Duke Blue Devils,"DMF , LCMF , LB",21.0,15,1446,2,0.73,0,0.09,18.49,57.58,United States,United States,170,0,11.51,9.15,70.07,3.36,51.85,0.06,0.08,0.12,5.04,6.71,0.75,1,0.06,0,0.0,0.87,0.12,2,0.12,0.05,1,0.06,8,0.5,62.5,25.0,0.0,0.01,0.44,14.29,0.37,16.67,0.0,0.0,0.0,0.93,53.33,3.42,50.91,0.5,1.12,25.46,0.06,0.56,39.4,73.46,16.18,56.15,3.98,90.63,14.38,87.01,32.74,81.94,6.22,33.0,19.49,35.77,0.19,0.0,0.06,0.06,0.0,0.0,9.27,56.38,0.87,7.14,0.56,11.11,0.0,0.06,7.84,64.29,0,,0,,0,0.0,0.0,0.0,,,0.44,,,0.0,0.0,0.0,0.0,0,0.0,ACC 2023,Power 5,2023
L. McCormack,Virginia Cavaliers,"RCB , CB",,17,1440,0,1.56,1,0.76,7.44,65.55,United States,United States,173,0,7.06,3.19,70.59,2.19,60.0,0.0,0.0,0.31,4.81,7.13,0.19,1,0.06,0,0.0,0.69,0.0,0,0.0,0.1,0,0.0,14,0.88,14.29,0.0,0.06,0.05,0.19,33.33,0.0,0.0,0.19,33.33,0.0,0.31,100.0,1.13,77.78,0.94,2.44,44.75,0.31,0.25,60.25,89.32,20.31,76.31,1.62,96.15,34.94,96.24,55.19,92.87,4.88,51.28,21.0,32.51,0.31,0.0,0.0,0.25,75.0,0.19,9.69,70.97,1.19,42.11,0.31,40.0,0.5,0.06,8.5,80.15,0,,0,,0,0.0,0.0,0.0,,,0.69,,,0.0,0.0,0.0,0.0,0,0.0,ACC 2023,Power 5,2023
B. Huckaby,Louisville Cardinals,"RWB , LDMF",,18,1426,1,1.12,0,1.28,17.86,45.94,United States,United States,170,0,8.9,7.38,63.25,2.59,39.02,0.0,0.0,0.06,4.23,4.75,0.44,0,0.0,0,0.0,1.39,0.06,1,0.06,0.07,0,0.0,17,1.07,29.41,5.882,0.0,0.08,1.07,29.41,0.57,11.11,0.5,50.0,0.06,2.02,34.38,4.8,28.95,0.57,1.01,16.41,1.33,0.19,27.9,67.87,12.24,59.79,5.05,93.75,7.01,65.77,23.54,75.07,3.28,28.85,17.71,27.83,0.57,0.0,0.0,0.13,50.0,0.19,4.73,49.33,2.02,37.5,0.63,20.0,0.38,0.32,5.68,61.11,0,,0,,0,0.0,0.0,0.0,,,0.13,,,0.06,0.0,0.0,0.57,0,0.0,ACC 2023,Power 5,2023
N.Mitchell,Virginia Tech Hokies,AMF,19.0,18,1424,9,6.29,1,1.45,23.76,46.01,United States,United States,170,0,7.33,6.51,70.87,3.16,38.0,0.06,0.07,0.06,2.65,3.01,0.88,0,0.0,0,0.0,3.92,0.57,8,0.51,0.4,0,0.0,41,2.59,48.78,21.951,0.06,0.09,1.14,27.78,0.38,16.67,0.76,33.33,0.06,3.79,58.33,10.18,36.02,2.78,1.96,13.4,1.52,0.44,23.38,73.24,7.52,63.87,4.61,90.41,6.07,75.0,21.36,77.51,0.88,28.57,16.39,17.9,0.95,0.0,0.06,0.57,22.22,0.19,3.48,60.0,1.64,57.69,0.76,16.67,1.14,0.32,3.1,67.35,0,,0,,0,0.0,0.0,0.0,,,0.06,,,0.57,0.25,25.0,2.02,1,100.0,ACC 2023,Power 5,2023
E. Sapienza,Boston College Eagles,"AMF , RCMF",21.0,18,1409,0,2.52,0,0.49,23.25,36.26,United States,United States,173,0,5.17,5.88,52.17,3.0,36.17,0.0,0.0,0.13,2.11,2.18,1.09,0,0.0,0,0.0,2.36,0.0,0,0.0,0.16,0,0.0,25,1.6,32.0,0.0,0.0,0.03,0.38,33.33,0.13,50.0,0.26,25.0,0.0,4.09,42.19,10.35,30.25,1.79,1.09,13.8,0.64,0.83,24.72,70.54,7.73,52.89,5.49,89.53,5.81,71.43,22.48,72.44,1.85,55.17,15.23,26.69,0.64,0.0,0.13,0.19,0.0,0.06,3.32,42.31,0.77,25.0,0.19,0.0,0.13,0.13,2.94,56.52,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.26,0.0,0.0,1.6,1,0.0,ACC 2023,Power 5,2023
E. Moxley,North Carolina Heels,"RCMF , RWB , RB",,18,1403,0,0.34,3,4.96,10.2,56.6,United States,United States,172,0,6.48,3.85,76.67,1.48,69.57,0.0,0.0,0.19,3.53,5.37,0.13,0,0.0,0,0.0,1.67,0.0,0,0.0,0.02,0,0.0,7,0.45,14.29,0.0,0.19,0.32,3.14,24.49,0.58,22.22,2.5,25.64,0.58,1.28,55.0,3.27,35.29,0.9,1.15,36.82,0.77,0.13,53.24,76.14,17.77,62.45,7.51,94.02,18.67,80.41,42.92,85.8,7.25,41.59,19.57,39.68,2.12,0.06,0.0,0.19,66.67,0.77,8.92,54.68,4.68,45.21,1.15,38.89,1.28,0.83,9.49,64.86,0,,0,,0,0.0,0.0,0.0,,,0.38,,,1.35,0.06,0.0,3.27,0,0.0,ACC 2023,Power 5,2023
O. Pratapas,NC State Wolfpack,GK,,15,1401,0,0.0,0,0.0,1.03,68.75,United States,United States,175,0,1.54,0.13,100.0,0.64,70.0,0.0,0.0,0.0,1.41,1.49,0.0,1,0.06,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.14,0.0,0.13,13.3,67.63,8.99,59.29,0.0,0.0,4.11,84.38,4.43,92.75,8.8,54.74,35.49,41.63,0.0,0.0,0.0,0.0,0.0,0.0,0.39,33.33,0.0,0.0,0.0,0.0,0.0,0.0,6.42,63.0,29,1.86,96,6.17,3,69.79,26.69,1.71,-2.31,-0.148,0.0,1.67,0.64,,,,0.0,0,0.0,ACC 2023,Power 5,2023
K. Rader,Duke Blue Devils,"CF , LWF",19.0,15,1395,7,4.39,0,0.83,12.26,32.11,United States,United States,170,0,1.74,2.0,38.71,0.84,23.08,0.0,0.0,0.06,0.97,1.23,0.39,1,0.06,0,0.0,2.52,0.45,6,0.39,0.28,2,0.13,45,2.9,35.56,15.556,0.0,0.05,0.71,18.18,0.45,28.57,0.26,0.0,0.0,2.97,45.65,8.19,32.28,2.84,1.1,19.16,2.65,0.26,25.74,83.21,3.74,58.62,8.9,91.3,8.45,88.55,24.77,85.16,0.26,75.0,15.33,7.09,0.84,0.06,0.0,0.26,0.0,0.0,2.32,66.67,0.97,33.33,0.26,0.0,0.52,0.13,2.06,81.25,0,,0,,0,0.0,0.0,0.0,,,0.06,,,1.1,0.39,0.0,0.06,1,100.0,ACC 2023,Power 5,2023
E. Tucker,Miami Hurricane,"LB , LWB",,17,1394,1,1.98,1,1.17,22.53,51.86,United States,United States,162,0,12.65,10.39,59.63,2.52,41.03,0.32,0.32,0.32,6.13,6.08,1.68,1,0.06,0,0.0,2.32,0.06,1,0.06,0.13,0,0.0,12,0.77,33.33,8.333,0.06,0.08,1.74,25.93,1.23,31.58,0.52,12.5,0.26,2.78,58.14,6.39,45.45,0.65,2.07,20.79,1.36,1.36,34.61,65.11,17.11,55.85,4.0,91.94,8.91,73.91,26.54,71.78,6.39,48.48,18.58,30.29,0.45,0.06,0.0,0.0,0.0,0.19,5.16,46.25,1.94,36.67,0.32,20.0,0.45,0.45,9.81,51.32,0,,0,,0,0.0,0.0,0.0,,,0.13,,,0.13,0.0,0.0,0.39,0,0.0,ACC 2023,Power 5,2023
E. Gaetino,Notre Dame Fighting Irish,CB,,16,1388,4,2.61,2,1.2,12.84,66.16,United States,United States,180,0,10.31,3.63,73.21,4.47,73.91,0.0,0.0,0.58,7.65,10.5,0.52,0,0.0,0,0.0,1.17,0.26,4,0.26,0.17,1,0.06,13,0.84,38.46,30.769,0.13,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,66.67,3.24,58.0,0.97,1.04,28.85,0.0,0.91,51.29,82.3,25.81,73.87,1.56,95.83,21.07,92.31,41.89,90.87,9.4,44.14,22.97,37.37,0.26,0.06,0.06,0.13,50.0,0.19,7.33,51.33,0.52,12.5,0.32,20.0,0.26,0.0,12.51,68.39,0,,0,,0,0.0,0.0,0.0,,,0.91,,,0.26,0.0,0.0,0.0,0,0.0,ACC 2023,Power 5,2023
D. Brown,Wake Forest Demon Deacon,"RCB , RB",,15,1388,0,1.03,0,0.79,12.77,54.82,United States,United States,0,0,7.07,3.96,75.41,2.07,62.5,0.45,0.7,0.06,3.63,5.58,0.58,1,0.06,0,0.0,1.75,0.0,0,0.0,0.07,0,0.0,13,0.84,23.08,0.0,0.0,0.05,0.97,33.33,0.06,0.0,0.91,35.71,0.13,2.14,57.58,4.73,45.21,0.78,2.59,34.3,0.58,0.19,52.91,84.93,19.39,74.92,4.73,97.26,24.06,92.72,47.33,90.14,4.67,41.67,19.81,32.91,0.58,0.0,0.0,0.06,0.0,0.0,6.94,71.96,1.17,44.44,0.65,50.0,0.19,0.39,9.6,66.89,0,,0,,0,0.0,0.0,0.0,,,2.33,,,1.1,0.19,33.33,1.17,0,0.0,ACC 2023,Power 5,2023
M. Bell,North Carolina Heels,"RCB3 , RCB",,15,1376,1,2.96,1,0.19,14.45,47.51,United States,United States,180,0,6.34,4.32,66.67,4.51,52.17,0.65,1.19,0.72,2.81,5.1,0.46,1,0.07,0,0.0,0.65,0.07,1,0.07,0.19,0,0.0,9,0.59,44.44,11.111,0.07,0.01,0.46,14.29,0.0,0.0,0.39,16.67,0.07,0.78,41.67,3.6,27.27,0.78,0.92,39.18,0.39,0.59,52.52,87.05,18.97,74.83,3.07,95.74,23.09,93.77,48.27,91.87,3.79,34.48,17.58,31.51,0.2,0.0,0.0,0.13,0.0,0.07,5.89,73.33,0.85,15.38,0.33,20.0,0.13,0.13,6.8,66.35,0,,0,,0,0.0,0.0,0.0,,,1.7,,,0.0,0.0,0.0,0.0,1,0.0,ACC 2023,Power 5,2023
S. Segalla,Boston College Eagles,"RWB , RB , LAMF",,18,1374,0,1.72,2,0.99,22.66,44.8,United States,United States,180,0,9.69,8.45,54.26,2.03,48.39,0.0,0.0,0.33,5.11,5.37,0.92,3,0.2,0,0.0,3.08,0.0,0,0.0,0.11,0,0.0,16,1.05,31.25,0.0,0.13,0.07,2.36,36.11,0.79,50.0,1.57,29.17,0.26,3.34,56.86,9.24,41.13,1.77,2.03,12.71,1.7,0.26,24.5,63.37,9.37,60.14,4.45,79.41,5.96,61.54,20.83,67.92,1.57,41.67,17.22,19.11,0.59,0.07,0.07,0.0,0.0,0.39,1.77,51.85,1.38,38.1,0.07,100.0,0.39,0.72,4.78,43.84,0,,0,,0,0.0,0.0,0.0,,,0.13,,,0.0,0.0,0.0,0.0,0,0.0,ACC 2023,Power 5,2023
A. Serna,Miami Hurricane,"RB , RWB",,17,1372,1,0.61,0,0.37,20.34,55.16,United States,United States,161,0,13.91,10.3,72.61,2.62,30.0,0.07,0.06,0.26,6.36,6.15,0.33,0,0.0,0,0.0,1.31,0.07,1,0.07,0.04,0,0.0,2,0.13,50.0,50.0,0.0,0.02,1.18,27.78,0.07,100.0,1.12,23.53,0.26,1.51,60.87,5.64,36.05,0.46,1.05,19.81,1.05,0.39,32.93,75.3,16.4,65.6,4.92,94.67,6.76,84.47,26.57,83.95,5.18,41.77,18.32,32.81,0.33,0.07,0.0,0.0,0.0,0.13,6.1,67.74,1.05,56.25,0.07,0.0,0.39,0.33,9.64,63.95,0,,0,,0,0.0,0.0,0.0,,,0.52,,,0.0,0.0,0.0,0.0,0,0.0,ACC 2023,Power 5,2023
C. Lageyre,Duke Blue Devils,"LCMF , AMF",19.0,14,1359,2,1.57,3,1.29,19.21,57.59,United States,United States,170,0,10.2,7.15,75.0,1.99,40.0,0.0,0.0,0.13,4.83,6.64,0.26,0,0.0,0,0.0,3.05,0.13,2,0.13,0.1,0,0.0,24,1.59,37.5,8.333,0.2,0.09,0.99,13.33,0.4,16.67,0.6,11.11,0.2,3.11,59.57,6.29,48.42,1.99,0.66,21.85,0.33,0.79,36.23,74.95,13.51,63.73,4.44,91.04,10.99,78.31,32.65,79.51,2.58,41.03,16.76,30.82,0.99,0.07,0.0,0.99,46.67,0.53,6.03,71.43,2.38,44.44,1.26,42.11,1.39,0.13,6.16,73.12,0,,0,,0,0.0,0.0,0.0,,,0.13,,,0.0,0.0,0.0,0.07,0,0.0,ACC 2023,Power 5,2023
