Player,Team,Position,Age,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Height,Weight,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,xA per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",conference_season,conference_type,Season
K. Simmonds,Tennessee Vols,"CF , LW",19.0,17,1019,7,6.85,2,1.22,39.83,33.92,Jamaica,Jamaica,170,0,6.27,7.07,53.75,3.8,25.58,0.26,0.29,0.09,2.21,2.4,2.12,4,0.35,0,0.0,6.01,0.62,6,0.53,0.61,0,0.0,36,3.18,55.56,19.444,0.18,0.11,2.47,21.43,1.68,21.05,0.71,25.0,0.35,8.39,43.16,23.85,31.11,6.09,2.38,12.01,1.85,0.53,23.85,75.56,2.03,56.52,7.6,88.37,8.3,71.28,20.76,82.98,0.88,30.0,16.19,16.02,1.06,0.0,0.0,0.18,50.0,0.53,0.79,77.78,1.68,52.63,0.35,25.0,1.06,0.62,1.77,55.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,2,50.0,SEC 2023,Power 5,2023
H. Patterson,Ole Miss Rebels,"LCB3 , LWB , LB",18.0,17,1018,0,0.0,0,0.12,19.01,51.63,United States,United States,172,0,11.05,8.31,56.38,2.83,65.63,0.0,0.0,0.27,6.37,6.28,0.53,0,0.0,0,0.0,1.33,0.0,0,0.0,0.0,0,0.0,1,0.09,0.0,0.0,0.0,0.01,0.97,27.27,0.71,25.0,0.27,33.33,0.27,2.56,41.38,5.3,38.33,0.09,2.83,18.3,0.35,0.44,32.71,70.27,19.1,63.89,2.92,81.82,8.13,83.7,27.05,78.43,4.77,31.48,19.74,29.62,0.18,0.0,0.0,0.0,0.0,0.09,5.39,55.74,1.15,30.77,0.35,25.0,0.09,0.27,8.49,56.25,0,,0,,0,0.0,0.0,0.0,,,0.53,,,0.18,0.0,0.0,0.88,0,0.0,SEC 2023,Power 5,2023
M. McDonald,Texas A&M Aggies,"RAMF , CF , RWF",,18,1004,3,2.25,1,1.79,25.19,41.28,United States,United States,165,0,5.65,5.29,64.41,1.25,14.29,0.09,0.09,0.09,2.15,2.24,0.63,1,0.09,0,0.0,6.27,0.27,3,0.27,0.2,0,0.0,25,2.24,48.0,12.0,0.09,0.16,3.76,16.67,0.63,0.0,2.96,18.18,0.54,8.7,52.58,15.51,38.15,4.93,4.93,11.65,1.79,0.72,16.85,50.53,3.94,43.18,2.15,75.0,5.92,48.48,12.1,62.96,1.08,25.0,19.09,11.6,1.25,0.0,0.0,0.36,0.0,0.54,1.08,50.0,2.06,34.78,0.27,0.0,0.72,0.72,2.6,58.62,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,SEC 2023,Power 5,2023
G.Freeman,Ole Miss Rebels,"LWF , CF , AMF",19.0,17,1000,0,1.49,0,1.22,20.34,36.73,United States,United States,170,0,6.39,5.58,64.52,2.52,17.86,0.09,0.07,0.18,2.7,2.23,1.17,2,0.18,0,0.0,3.51,0.0,0,0.0,0.13,0,0.0,15,1.35,46.67,0.0,0.0,0.11,3.69,26.83,1.26,35.71,2.43,22.22,0.45,3.51,48.72,9.18,25.49,2.34,1.08,13.41,1.62,0.18,22.77,59.29,5.31,30.51,5.13,87.72,7.74,60.47,18.0,68.0,1.53,29.41,19.55,21.02,0.63,0.09,0.09,0.63,28.57,0.45,2.88,50.0,3.06,38.24,0.81,22.22,0.54,1.08,4.14,63.04,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.09,0,0.0,SEC 2023,Power 5,2023
E. Podojil,Arkansas Razorbacks,"LB , RCB3 , LCB3",,12,995,0,0.13,0,0.98,17.91,62.63,United States,United States,167,0,10.94,8.59,70.53,3.08,61.76,0.0,0.0,0.27,4.88,7.64,0.72,2,0.18,0,0.0,1.18,0.0,0,0.0,0.01,0,0.0,3,0.27,0.0,0.0,0.0,0.09,1.54,41.18,0.81,22.22,0.72,62.5,0.27,0.9,50.0,3.35,54.05,0.99,0.72,7.33,0.18,1.81,25.6,62.9,16.91,64.17,1.54,88.24,4.79,58.49,16.46,69.23,7.69,52.94,21.42,28.62,0.63,0.0,0.09,0.18,50.0,0.18,6.15,66.18,2.44,40.74,0.36,0.0,0.27,0.72,9.23,72.55,0,,0,,0,0.0,0.0,0.0,,,0.81,,,0.18,0.0,0.0,0.45,0,0.0,SEC 2023,Power 5,2023
S. Denigan,Georgia Bulldogs,"LCMF3 , AMF , RCMF3",,17,992,5,5.18,0,0.18,24.04,41.51,United States,United States,162,0,7.44,7.53,66.27,2.36,23.08,0.0,0.0,0.0,2.45,2.29,1.54,0,0.0,0,0.0,3.72,0.45,5,0.45,0.47,0,0.0,32,2.9,46.88,15.625,0.0,0.02,1.27,21.43,0.82,22.22,0.45,20.0,0.0,4.54,46.0,11.43,31.75,3.27,1.63,17.42,0.73,0.82,26.95,78.45,5.99,56.06,10.16,91.96,6.71,77.03,24.86,82.12,0.91,50.0,16.82,17.01,0.27,0.0,0.0,0.27,0.0,0.09,1.81,65.0,1.45,37.5,0.27,0.0,0.54,0.27,3.27,50.0,0,,0,,0,0.0,0.0,0.0,,,0.18,,,0.18,0.09,0.0,0.09,0,0.0,SEC 2023,Power 5,2023
L. Donovan,Florida Gators,"RCMF , LCMF , LCMF3",,17,990,0,0.66,0,0.78,19.09,51.9,United States,United States,173,0,9.27,5.55,73.77,4.91,42.59,0.55,0.51,0.27,4.64,4.35,1.09,2,0.18,0,0.0,0.91,0.0,0,0.0,0.06,0,0.0,9,0.82,22.22,0.0,0.0,0.07,0.55,16.67,0.18,0.0,0.36,25.0,0.0,0.91,60.0,4.82,45.28,1.0,0.82,13.09,0.36,1.45,23.73,70.88,7.64,53.57,4.09,97.78,8.64,74.74,20.36,78.57,2.91,25.0,19.79,29.08,0.45,0.0,0.0,0.09,100.0,0.09,3.36,48.65,0.91,30.0,0.36,25.0,0.27,0.09,3.45,50.0,0,,0,,0,0.0,0.0,0.0,,,0.36,,,0.09,0.0,0.0,0.27,0,0.0,SEC 2023,Power 5,2023
C. Lallier,Alabama Crimson Tide,GK,18.0,10,977,0,0.0,0,0.0,0.74,62.5,Canada,Canada,0,0,2.67,0.18,100.0,0.28,66.67,0.0,0.0,0.0,2.49,3.95,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.84,0.18,0.09,14.37,76.92,8.84,65.63,0.0,0.0,4.79,94.23,7.09,98.7,7.28,55.7,32.02,42.83,0.0,0.0,0.0,0.0,0.0,0.0,0.74,50.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,60.78,12,1.11,41,3.78,3,70.73,12.07,1.11,0.07,0.006,0.0,1.2,0.28,,,,0.0,0,0.0,SEC 2023,Power 5,2023
S. Cota-Yarde,Arkansas Razorbacks,GK,,11,975,2,1.52,0,0.0,0.74,87.5,Canada,Canada,180,0,2.68,0.18,50.0,0.37,100.0,0.0,0.0,0.0,2.58,4.47,0.09,0,0.0,0,0.0,0.18,0.18,0,0.0,0.14,0,0.0,2,0.18,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,100.0,0.0,0.0,4.43,0.0,0.28,11.91,70.54,11.26,71.31,0.0,0.0,0.55,66.67,1.38,93.33,10.52,67.54,39.77,42.53,0.0,0.0,0.0,0.0,0.0,0.0,1.85,60.0,0.09,0.0,0.0,0.0,0.0,0.0,7.94,80.23,13,1.2,43,3.97,2,69.77,13.61,1.26,0.61,0.056,0.0,0.83,0.37,,,,0.0,2,100.0,SEC 2023,Power 5,2023
S. Lawton,Tennessee Vols,"LW , LAMF , LWF",,17,971,6,2.86,2,1.57,34.29,52.7,United States,United States,161,0,14.18,10.84,71.79,3.34,50.0,0.74,0.81,0.0,5.65,6.2,1.2,1,0.09,0,0.0,8.25,0.56,6,0.56,0.26,0,0.0,29,2.69,48.28,20.69,0.19,0.15,5.65,22.95,5.56,21.67,0.09,100.0,0.93,8.9,62.5,15.94,44.77,5.01,3.15,18.17,1.76,1.39,32.16,61.67,7.97,53.49,6.02,80.0,11.12,64.17,24.38,71.86,2.22,45.83,18.87,25.53,0.74,0.0,0.0,0.28,33.33,0.46,2.78,56.67,4.63,40.0,0.46,20.0,1.2,1.58,7.32,65.82,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.09,0,0.0,SEC 2023,Power 5,2023
M. Yang,Missouri Tigers,"LB , RB",19.0,14,964,0,0.41,0,0.01,15.96,60.82,United States,United States,170,0,13.44,9.15,63.27,3.17,64.71,0.0,0.0,0.19,7.66,8.42,0.65,1,0.09,0,0.0,0.37,0.0,0,0.0,0.04,0,0.0,2,0.19,0.0,0.0,0.0,0.0,0.47,20.0,0.19,0.0,0.28,33.33,0.28,0.19,100.0,1.87,55.0,0.56,0.28,15.96,0.28,0.19,32.3,68.21,20.73,61.71,2.24,83.33,5.88,80.95,26.98,75.78,4.95,30.19,18.13,30.19,0.09,0.0,0.0,0.19,50.0,0.0,7.19,68.83,0.65,0.0,0.09,0.0,0.0,0.19,9.8,59.05,0,,0,,0,0.0,0.0,0.0,,,0.19,,,0.0,0.0,0.0,0.0,0,0.0,SEC 2023,Power 5,2023
C. Zullo,South Carolina Gamecocks,"RAMF , LAMF",,18,961,2,4.67,0,1.9,26.5,44.17,United States,United States,160,0,11.33,8.52,57.14,3.56,42.11,0.0,0.0,0.09,6.46,5.46,1.5,0,0.0,0,0.0,5.71,0.19,2,0.19,0.44,0,0.0,21,1.97,38.1,9.524,0.0,0.18,4.68,38.0,0.84,33.33,3.84,39.02,0.84,5.15,50.91,10.3,39.09,4.4,3.37,24.72,2.72,0.56,42.05,64.14,14.42,50.0,10.96,83.76,10.4,66.67,34.37,70.3,3.0,34.38,17.41,24.81,1.12,0.09,0.09,0.75,75.0,0.56,5.34,36.84,4.78,50.98,0.84,55.56,1.03,1.78,8.8,71.28,0,,0,,0,0.0,0.0,0.0,,,0.19,,,0.09,0.0,0.0,0.0,0,0.0,SEC 2023,Power 5,2023
L. Render,South Carolina Gamecocks,"RDMF , LAMF , RAMF",,18,957,2,1.92,1,1.22,18.15,46.11,United States,United States,163,0,8.93,7.43,59.49,3.01,40.63,0.19,0.18,0.47,4.33,4.05,0.56,0,0.0,0,0.0,1.32,0.19,2,0.19,0.18,0,0.0,13,1.22,38.46,15.385,0.09,0.11,0.85,44.44,0.09,0.0,0.66,42.86,0.19,0.47,60.0,4.51,22.92,2.07,0.85,21.44,1.13,0.66,35.55,78.84,12.7,70.37,6.58,90.0,9.97,83.02,32.92,82.0,1.79,36.84,15.59,14.54,0.85,0.0,0.0,0.47,40.0,0.28,3.01,59.38,1.6,47.06,0.47,20.0,0.66,0.38,6.11,66.15,0,,0,,0,0.0,0.0,0.0,,,0.19,,,0.09,0.0,0.0,0.38,0,0.0,SEC 2023,Power 5,2023
C. Swierenga,LSU Tigers,"RB , RCB3",,15,953,0,0.24,1,1.84,18.98,55.72,United States,United States,175,0,12.47,8.97,55.79,1.7,44.44,0.0,0.0,0.38,7.46,9.96,0.47,0,0.0,0,0.0,4.34,0.0,0,0.0,0.02,0,0.0,3,0.28,33.33,0.0,0.09,0.17,3.49,43.24,0.09,0.0,3.4,44.44,1.04,3.59,76.32,5.86,56.45,0.85,2.64,24.55,0.28,0.38,44.67,72.94,21.25,65.33,3.59,86.84,14.26,81.46,34.94,79.46,6.71,53.52,18.93,30.68,1.61,0.09,0.0,0.19,0.0,0.57,7.65,71.6,3.02,46.88,0.28,33.33,0.47,1.23,11.24,73.11,0,,0,,0,0.0,0.0,0.0,,,1.13,,,0.57,0.0,0.0,0.66,0,0.0,SEC 2023,Power 5,2023
S. Agresti,Tennessee Vols,"DMF , LDMF",,16,952,0,1.02,0,0.23,18.53,62.76,United States,United States,170,0,11.16,8.04,71.76,7.56,60.0,0.66,0.73,0.19,4.73,5.23,0.66,0,0.0,0,0.0,0.38,0.0,0,0.0,0.1,0,0.0,7,0.66,28.57,0.0,0.0,0.02,0.19,100.0,0.0,0.0,0.19,100.0,0.0,0.28,0.0,1.04,45.45,0.95,0.28,15.32,0.0,0.57,30.06,80.82,11.91,61.9,2.55,92.59,12.76,94.81,26.28,85.25,3.59,47.37,19.17,30.85,0.38,0.0,0.0,0.09,0.0,0.0,5.77,57.38,0.76,25.0,0.19,0.0,0.38,0.09,5.2,67.27,0,,0,,0,0.0,0.0,0.0,,,0.09,,,0.0,0.0,0.0,0.0,0,0.0,SEC 2023,Power 5,2023
E. Eggleston,Vanderbilt Commodores,"CF , AMF , LW",,18,939,5,4.74,2,1.49,35.27,42.39,United States,United States,0,0,10.45,8.53,71.91,4.89,45.1,0.1,0.11,0.0,4.22,4.77,1.15,0,0.0,0,0.0,5.85,0.48,5,0.48,0.45,1,0.1,32,3.07,40.63,15.625,0.19,0.14,2.68,32.14,1.53,31.25,1.15,33.33,0.48,6.9,54.17,18.02,27.13,5.27,2.78,17.64,1.25,0.58,30.67,72.5,8.72,60.44,7.57,92.41,6.61,72.46,26.36,79.64,1.82,21.05,16.42,21.36,1.05,0.0,0.1,0.1,0.0,0.67,4.03,64.29,2.11,50.0,0.38,0.0,0.67,0.86,4.7,75.51,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,SEC 2023,Power 5,2023
S. Smith,Texas A&M Aggies,"LAMF , LW , RAMF",,18,937,3,3.5,5,2.07,24.01,48.8,United States,United States,167,0,7.97,6.53,63.24,2.69,57.14,0.1,0.1,0.0,3.75,3.98,0.96,0,0.0,0,0.0,5.76,0.29,2,0.19,0.34,1,0.1,34,3.27,38.24,8.824,0.48,0.2,3.55,32.43,2.98,32.26,0.58,33.33,0.38,5.96,54.84,11.53,45.0,2.98,2.31,16.71,2.79,0.96,27.47,62.24,7.78,48.15,5.67,79.66,9.51,64.65,20.75,70.37,3.46,38.89,21.19,32.88,1.73,0.1,0.0,0.67,14.29,1.06,4.99,44.23,3.07,56.25,1.25,30.77,0.67,1.15,6.24,69.23,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,1.25,1,100.0,SEC 2023,Power 5,2023
M. King,Ole Miss Rebels,"RWB , RW , LWB",21.0,17,932,1,1.14,0,1.13,26.07,45.19,United States,United States,160,0,8.79,7.05,64.38,2.22,34.78,0.68,0.54,0.19,3.57,2.84,0.87,3,0.29,0,0.0,5.6,0.1,1,0.1,0.11,0,0.0,10,0.97,10.0,10.0,0.0,0.11,5.12,26.42,0.68,14.29,4.35,26.67,0.58,7.73,53.75,13.52,41.43,1.93,5.31,19.22,1.83,0.97,32.83,63.24,11.3,52.99,5.7,84.75,10.04,62.5,25.69,73.68,2.22,21.74,19.39,22.49,0.68,0.0,0.0,0.19,0.0,0.48,3.86,55.0,3.96,29.27,0.29,0.0,0.39,1.55,7.44,57.14,0,,0,,0,0.0,0.0,0.0,,,0.19,,,0.0,0.0,0.0,0.0,0,0.0,SEC 2023,Power 5,2023
L. Hofmann,Tennessee Vols,"RB , LB",19.0,13,927,0,0.23,0,1.59,19.03,52.04,Germany,Germany,0,0,13.11,10.78,61.26,1.36,64.29,0.39,0.53,0.58,6.12,8.29,1.26,0,0.0,0,0.0,2.04,0.0,0,0.0,0.02,0,0.0,5,0.49,40.0,0.0,0.0,0.15,1.65,35.29,0.49,20.0,1.07,36.36,0.1,2.23,52.17,4.17,39.53,0.58,1.26,23.79,0.78,1.07,36.8,74.93,18.25,71.28,3.4,85.71,10.19,83.81,30.29,80.13,4.85,56.0,18.17,25.65,1.65,0.0,0.0,0.19,50.0,0.29,7.96,70.73,3.01,48.39,0.58,50.0,1.07,0.68,12.82,79.55,0,,0,,0,0.0,0.0,0.0,,,0.68,,,0.68,0.0,0.0,3.79,0,0.0,SEC 2023,Power 5,2023
S.Becerra,Texas A&M Aggies,"AMF , LCMF , RCMF",,17,924,4,1.77,3,1.76,21.14,46.08,United States,United States,165,0,5.06,4.29,54.55,1.36,14.29,0.0,0.0,0.1,2.73,3.01,0.78,0,0.0,0,0.0,5.55,0.39,4,0.39,0.17,0,0.0,31,3.02,41.94,12.903,0.29,0.17,0.49,60.0,0.39,75.0,0.1,0.0,0.0,5.26,62.96,12.27,49.21,1.27,3.51,19.38,0.39,1.56,32.73,80.06,12.37,70.87,4.48,95.65,11.4,84.62,29.32,83.39,2.92,50.0,18.51,29.82,1.56,0.19,0.0,1.17,58.33,1.17,6.23,62.5,2.82,65.52,1.85,52.63,2.05,0.39,6.82,82.86,0,,0,,0,0.0,0.0,0.0,,,0.1,,,0.88,0.39,50.0,0.49,0,0.0,SEC 2023,Power 5,2023
T. Gillis,LSU Tigers,"CB , RCB , LCB",,16,916,0,0.62,0,0.05,17.0,60.12,United States,United States,170,0,12.58,7.66,73.08,4.42,37.78,0.88,1.13,0.69,6.09,7.75,1.18,0,0.0,0,0.0,0.79,0.0,0,0.0,0.06,0,0.0,6,0.59,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,71.43,2.75,53.57,0.79,0.79,19.65,0.2,0.49,41.66,76.65,20.04,59.31,1.77,94.44,17.39,94.35,32.91,86.27,8.74,40.45,22.0,37.34,0.1,0.0,0.1,0.0,0.0,0.0,6.09,46.77,0.79,25.0,1.18,25.0,0.29,0.0,9.83,57.0,0,,0,,0,0.0,0.0,0.0,,,1.28,,,0.2,0.0,0.0,0.0,0,0.0,SEC 2023,Power 5,2023
D. Winters,Georgia Bulldogs,"LW , RCB3 , RCMF3",,17,911,0,0.23,0,0.46,17.68,44.69,United States,United States,162,0,8.89,7.11,55.56,1.88,31.58,0.0,0.0,0.1,4.94,4.76,0.49,0,0.0,0,0.0,2.17,0.0,0,0.0,0.02,0,0.0,3,0.3,66.67,0.0,0.0,0.05,1.58,37.5,1.38,35.71,0.2,50.0,0.1,2.17,63.64,6.42,40.0,0.69,1.28,32.31,1.28,0.2,48.21,80.53,15.31,70.32,8.59,95.4,19.56,84.34,43.47,84.32,3.16,50.0,18.66,17.7,0.69,0.0,0.0,0.3,0.0,0.2,6.03,59.02,2.17,40.91,0.49,0.0,0.49,0.59,6.82,63.77,0,,0,,0,0.0,0.0,0.0,,,1.19,,,0.0,0.0,0.0,0.0,0,0.0,SEC 2023,Power 5,2023
G. Johnson,Ole Miss Rebels,"CF , RWF",18.0,17,908,4,2.37,0,0.49,21.81,36.36,United States,United States,170,0,4.26,5.55,60.71,1.78,27.78,0.1,0.09,0.0,0.79,0.68,1.39,3,0.3,0,0.0,2.38,0.4,4,0.4,0.24,0,0.0,15,1.49,60.0,26.667,0.0,0.05,1.69,23.53,0.3,0.0,1.39,28.57,0.1,2.58,42.31,9.71,29.59,2.87,0.79,9.91,1.88,0.69,14.97,60.26,2.87,31.03,3.27,78.79,4.46,66.67,12.89,66.15,0.59,33.33,18.33,7.89,0.5,0.0,0.0,0.1,0.0,0.1,1.59,25.0,1.29,23.08,0.0,0.0,0.59,0.2,0.99,60.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,SEC 2023,Power 5,2023
B. Buels,Missouri Tigers,"RW , RAMF",18.0,16,905,2,2.46,2,1.38,28.74,42.91,United States,United States,170,0,8.35,8.35,61.9,2.98,50.0,0.1,0.08,0.0,3.08,2.45,1.39,0,0.0,0,0.0,5.97,0.2,2,0.2,0.24,0,0.0,14,1.39,64.29,14.286,0.2,0.14,5.67,28.07,0.5,40.0,5.17,26.92,0.99,6.36,54.69,13.92,34.29,3.18,2.98,12.03,2.59,0.6,20.59,45.41,4.67,21.28,2.88,86.21,8.75,48.86,12.23,55.28,2.98,36.67,21.2,27.5,0.9,0.2,0.0,0.4,0.0,0.6,2.59,30.77,4.28,30.23,0.7,0.0,0.1,2.09,4.48,53.33,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,SEC 2023,Power 5,2023
K. Ball,Arkansas Razorbacks,"LWB , AMF , RWB",,17,899,2,2.69,1,0.8,24.83,38.71,United States,United States,175,0,6.31,4.81,60.42,4.0,35.0,0.3,0.33,0.0,3.1,3.37,1.6,0,0.0,0,0.0,3.7,0.2,2,0.2,0.27,0,0.0,19,1.9,36.84,10.526,0.1,0.08,1.5,33.33,0.7,28.57,0.7,28.57,0.3,4.91,40.82,12.11,34.71,3.4,1.6,10.01,1.3,0.8,22.22,62.16,9.41,57.45,2.9,82.76,6.11,73.77,19.22,66.67,1.5,33.33,17.85,17.27,1.1,0.1,0.0,0.9,55.56,0.3,4.91,61.22,2.5,40.0,1.1,18.18,1.3,0.6,4.0,82.5,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.2,0.0,0.0,0.8,0,0.0,SEC 2023,Power 5,2023
J. Konte,Vanderbilt Commodores,"RB , RCB3 , LCB3",,13,878,0,0.54,1,0.05,19.58,60.73,United States,United States,170,0,9.94,7.38,69.44,2.56,56.0,0.0,0.0,0.0,4.82,7.19,0.62,0,0.0,0,0.0,2.56,0.0,0,0.0,0.06,0,0.0,6,0.62,33.33,0.0,0.1,0.01,1.74,29.41,0.41,75.0,1.33,15.38,0.31,2.56,68.0,6.36,61.29,0.82,1.33,29.52,1.13,0.72,43.26,78.67,16.91,72.12,7.59,93.24,13.33,81.54,39.36,83.33,2.26,36.36,17.26,26.28,0.41,0.0,0.1,0.21,50.0,0.1,7.07,62.32,1.74,23.53,0.21,50.0,0.0,0.41,8.92,74.71,0,,0,,0,0.0,0.0,0.0,,,0.51,,,0.0,0.0,0.0,0.0,0,0.0,SEC 2023,Power 5,2023
M. White,Arkansas Razorbacks,"RWF , CF , LWF",,17,876,5,5.04,3,2.94,28.36,40.94,United States,United States,157,0,5.14,5.34,63.46,2.77,22.22,0.1,0.11,0.1,1.64,1.73,2.26,2,0.21,0,0.0,4.83,0.51,5,0.51,0.52,0,0.0,28,2.88,46.43,17.857,0.31,0.3,4.11,22.5,0.82,25.0,3.29,21.88,0.82,5.24,45.1,15.1,36.05,6.37,2.26,9.86,2.16,2.47,18.9,55.43,4.62,48.89,3.49,85.29,5.86,49.12,13.77,67.16,1.13,36.36,18.57,18.66,1.44,0.1,0.21,0.82,25.0,0.82,1.44,35.71,4.32,33.33,0.82,25.0,1.95,0.92,2.67,84.62,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,SEC 2023,Power 5,2023
O. Rasmussen,Florida Gators,DMF,,17,872,2,2.15,0,0.73,19.92,50.26,United States,United States,160,0,10.63,8.15,69.62,3.61,40.0,0.21,0.28,0.31,4.75,6.39,0.62,0,0.0,0,0.0,1.24,0.21,0,0.0,0.22,0,0.0,13,1.34,38.46,15.385,0.0,0.08,0.41,0.0,0.21,0.0,0.21,0.0,0.0,1.14,54.55,4.75,39.13,0.1,0.72,14.97,0.1,0.83,31.58,74.84,11.97,58.62,3.1,93.33,11.25,89.91,27.97,80.44,3.2,35.48,19.01,31.19,0.93,0.0,0.1,0.21,50.0,0.0,7.22,61.43,0.41,0.0,0.62,16.67,0.1,0.0,5.99,62.07,0,,0,,0,0.0,0.0,0.0,,,0.1,,,0.52,0.1,100.0,1.96,2,100.0,SEC 2023,Power 5,2023
D. Pixton,Alabama Crimson Tide,GK,23.0,9,871,0,0.0,0,0.0,1.14,54.55,United States,United States,165,0,1.86,0.1,100.0,0.62,50.0,0.0,0.0,0.0,1.76,2.83,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,10.64,0.1,0.1,20.15,90.26,7.75,84.0,0.0,0.0,11.88,93.91,15.91,96.1,4.24,68.29,25.61,33.48,0.0,0.0,0.0,0.0,0.0,0.0,0.31,33.33,0.0,0.0,0.0,0.0,0.0,0.0,2.38,39.13,8,0.83,38,3.93,4,78.95,6.63,0.68,-1.37,-0.142,0.0,1.14,0.62,,,,0.0,0,0.0,SEC 2023,Power 5,2023
I. Smith,Alabama Crimson Tide,"LAMF , LCMF3 , RAMF",,18,868,2,2.13,1,0.97,29.97,50.87,United States,United States,0,0,9.54,8.5,60.98,2.9,57.14,1.14,1.31,0.21,3.21,3.69,1.45,0,0.0,0,0.0,5.39,0.21,2,0.21,0.22,0,0.0,22,2.28,54.55,9.091,0.1,0.1,2.18,14.29,1.14,18.18,0.93,11.11,0.31,6.01,60.34,13.69,43.94,2.59,1.24,29.03,1.87,0.93,44.27,70.73,14.52,59.29,6.12,84.75,14.1,77.94,37.33,77.78,4.98,41.67,17.37,33.38,1.14,0.0,0.0,0.52,40.0,0.41,6.95,65.67,3.42,33.33,1.45,42.86,1.14,0.21,7.47,66.67,0,,0,,0,0.0,0.0,0.0,,,0.1,,,0.0,0.0,0.0,0.0,0,0.0,SEC 2023,Power 5,2023
A. Zazzara,Tennessee Vols,GK,21.0,17,857,0,0.0,0,0.0,1.05,80.0,United States,United States,175,0,2.0,0.32,66.67,0.63,100.0,0.0,0.0,0.0,1.79,2.59,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.08,0.11,0.0,16.7,83.02,7.67,72.6,0.11,100.0,8.51,92.59,10.19,100.0,6.41,57.38,30.53,36.14,0.0,0.0,0.0,0.0,0.0,0.0,0.21,50.0,0.0,0.0,0.0,0.0,0.0,0.0,4.31,51.22,15,1.58,48,5.04,1,68.75,18.21,1.91,3.21,0.337,0.0,1.16,0.63,,,,0.0,0,0.0,SEC 2023,Power 5,2023
